stop_id,name,latitude,longitude,line,network,operator,shelter,bench,source,data_retrieved
11885076554,Grés de Montpellier,43.5929583,3.8235234,Unknown,TaM,TAM,unknown,unknown,OpenStreetMap,2025-12-16 09:57:42
11885076555,Grés de Montpellier,43.5929292,3.8235291,Unknown,TaM,TAM,unknown,unknown,OpenStreetMap,2025-12-16 09:57:42
11885076556,Parc des Bouisses,43.5930453,3.8295247,Unknown,TaM,TAM,unknown,unknown,OpenStreetMap,2025-12-16 09:57:42
11885076557,Parc des Bouisses,43.593016,3.8295406,Unknown,TaM,TAM,unknown,unknown,OpenStreetMap,2025-12-16 09:57:42
11885076558,Parc Font-Colombe,43.5953475,3.8373379,Unknown,TaM,TAM,unknown,unknown,OpenStreetMap,2025-12-16 09:57:42
11885076559,Parc Font-Colombe,43.595321,3.8373188,Unknown,TaM,TAM,unknown,unknown,OpenStreetMap,2025-12-16 09:57:42
11885076560,Parc Bagatelle,43.5936321,3.8423537,Unknown,TaM,TAM,unknown,unknown,OpenStreetMap,2025-12-16 09:57:42
11885076561,Parc Bagatelle,43.59361,3.8423408,Unknown,TaM,TAM,unknown,unknown,OpenStreetMap,2025-12-16 09:57:42
11885076562,Ovalie,43.5914283,3.8476585,Unknown,TaM,TAM,unknown,unknown,OpenStreetMap,2025-12-16 09:57:42
11885076563,Ovalie,43.5913962,3.8476693,Unknown,TaM,TAM,unknown,unknown,OpenStreetMap,2025-12-16 09:57:42
11885076564,Yves du Manoir,43.5950116,3.8499415,Unknown,TaM,TAM,unknown,unknown,OpenStreetMap,2025-12-16 09:57:42
11885076565,Yves du Manoir,43.5950044,3.8499088,Unknown,TaM,TAM,unknown,unknown,OpenStreetMap,2025-12-16 09:57:42
11885076566,Estanove,43.6007437,3.849339,Unknown,TaM,TAM,unknown,unknown,OpenStreetMap,2025-12-16 09:57:42
11885076567,Estanove,43.600708,3.8493414,Unknown,TaM,TAM,unknown,unknown,OpenStreetMap,2025-12-16 09:57:42
11885076568,Chamberte - Les Roses,43.6026834,3.8546567,Unknown,TaM,TAM,unknown,unknown,OpenStreetMap,2025-12-16 09:57:42
11885078569,Chamberte - Les Roses,43.6026687,3.8546741,Unknown,TaM,TAM,unknown,unknown,OpenStreetMap,2025-12-16 09:57:42
11885078570,Cité Créative - Parc Montcalm,43.6016487,3.8621399,Unknown,TaM,TAM,unknown,unknown,OpenStreetMap,2025-12-16 09:57:42
11885078571,Cité Créative - Parc Montcalm,43.6016123,3.8621132,Unknown,TaM,TAM,unknown,unknown,OpenStreetMap,2025-12-16 09:57:42
11885078572,Place du 8 Mai 1945,43.6012443,3.8679343,Unknown,TaM,TAM,unknown,unknown,OpenStreetMap,2025-12-16 09:57:42
11885078573,Place du 8 Mai 1945,43.6012189,3.8679665,Unknown,TaM,TAM,unknown,unknown,OpenStreetMap,2025-12-16 09:57:42
11885078574,Parc Clemenceau,43.6031532,3.8717667,Unknown,TaM,TAM,unknown,unknown,OpenStreetMap,2025-12-16 09:57:42
11885078575,Parc Clemenceau,43.6033971,3.8721461,Unknown,TaM,TAM,unknown,unknown,OpenStreetMap,2025-12-16 09:57:42
11885078576,Gambetta - Saint-Denis,43.6050726,3.8745319,Unknown,TaM,TAM,unknown,unknown,OpenStreetMap,2025-12-16 09:57:42
11885078578,Université Paul Valéry,43.6298936,3.8696428,Unknown,TaM,TAM,unknown,unknown,OpenStreetMap,2025-12-16 09:57:42
11885078579,Université Paul Valéry,43.6299011,3.8696786,Unknown,TaM,TAM,unknown,unknown,OpenStreetMap,2025-12-16 09:57:42
11885078580,Pôle Chimie Balard,43.634003,3.8679177,Unknown,TaM,TAM,unknown,unknown,OpenStreetMap,2025-12-16 09:57:42
11885078581,Pôle Chimie Balard,43.6340036,3.8679627,Unknown,TaM,TAM,unknown,unknown,OpenStreetMap,2025-12-16 09:57:42
11885078582,CNRS - Zoo de Lunaret,43.6382048,3.8658981,Unknown,TaM,TAM,unknown,unknown,OpenStreetMap,2025-12-16 09:57:42
11885078583,CNRS - Zoo de Lunaret,43.6381895,3.8658642,Unknown,TaM,TAM,unknown,unknown,OpenStreetMap,2025-12-16 09:57:42
11885078584,Plan des 4 Seigneurs,43.64435,3.8612841,Unknown,TaM,TAM,unknown,unknown,OpenStreetMap,2025-12-16 09:57:42
11885078585,Plan des 4 Seigneurs,43.6443746,3.861258,Unknown,TaM,TAM,unknown,unknown,OpenStreetMap,2025-12-16 09:57:42
11885078586,Agropolis,43.6459852,3.8685554,Unknown,TaM,TAM,unknown,unknown,OpenStreetMap,2025-12-16 09:57:42
11885078587,Agropolis,43.6459799,3.8685852,Unknown,TaM,TAM,unknown,unknown,OpenStreetMap,2025-12-16 09:57:42
11885078588,Montferrier-sur-Lez,43.6514109,3.8673637,Unknown,TaM,TAM,unknown,unknown,OpenStreetMap,2025-12-16 09:57:42
11885078589,Montferrier-sur-Lez,43.6513773,3.867372,Unknown,TaM,TAM,unknown,unknown,OpenStreetMap,2025-12-16 09:57:42
11885078590,Clapiers,43.6536272,3.8727181,Unknown,TaM,TAM,unknown,unknown,OpenStreetMap,2025-12-16 09:57:42
11885078591,Clapiers,43.6536115,3.8727724,Unknown,TaM,TAM,unknown,unknown,OpenStreetMap,2025-12-16 09:57:42
11891384902,Gare Sud de France,43.5969149,3.9222649,Unknown,TaM,TAM,unknown,unknown,OpenStreetMap,2025-12-16 09:57:42
11891384903,Gare Sud de France,43.5968999,3.9222244,Unknown,TaM,TAM,unknown,unknown,OpenStreetMap,2025-12-16 09:57:42
