bike_station,bike_lat,bike_lon,tram_stop,tram_lat,tram_lon,tram_line,distance_km,distance_m,walkable_5min,walkable_10min
Les Arceaux,43.6126513,3.8632773,Plan Cabanes,43.6085626,3.8681304,43237,0.5994703145507609,599.4703145507609,False,True
Les Arceaux,43.6126513,3.8632773,Arceaux,43.6100217,3.8615025,43239,0.3254435874014947,325.4435874014947,True,True
Les Arceaux,43.6126513,3.8632773,Stade Philippidès,43.6190802,3.8695186,41231,0.8737709556090824,873.7709556090823,False,False
Les Arceaux,43.6126513,3.8632773,Peyrou - Arc de Triomphe,43.6117993,3.8723484,44103,0.7364143168644582,736.4143168644582,False,True
Les Arceaux,43.6126513,3.8632773,Saint-Guilhem - Courreau,43.6081132,3.8735064,44204,0.9658503109573225,965.8503109573226,False,False
Les Arceaux,43.6126513,3.8632773,Saint-Guilhem - Courreau,43.6081284,3.8735437,44104,0.9675324577178654,967.5324577178654,False,False
Les Arceaux,43.6126513,3.8632773,Peyrou - Arc de Triomphe,43.611415,3.8722575,44203,0.7359326593900631,735.9326593900631,False,True
Les Arceaux,43.6126513,3.8632773,Albert 1er - Jardin des Plantes,43.6148176,3.8737832,44102,0.8794194874823569,879.4194874823569,False,False
Les Arceaux,43.6126513,3.8632773,Albert 1er - Jardin des Plantes,43.6148246,3.873733,44202,0.8757477755227006,875.7477755227005,False,False
Euromédecine,43.6419736,3.8375497,Malbosc - Domaine d'Ô,43.6346401,3.8332043,41245,0.8872635128691846,887.2635128691846,False,False
Euromédecine,43.6419736,3.8375497,Euromédecine,43.6389849,3.8276286,41247,0.8647583029589551,864.758302958955,False,False
Euromédecine,43.6419736,3.8375497,Malbosc - Domaine d'Ô,43.6345296,3.833307,41111,0.8953853270803351,895.3853270803352,False,False
Euromédecine,43.6419736,3.8375497,Euromédecine,43.6390018,3.8277875,41109,0.852237185246646,852.237185246646,False,False
FacdesSciences,43.633469,3.863365,Saint-Éloi,43.6269229,3.8657829,41121,0.7534575258930695,753.4575258930695,False,True
FacdesSciences,43.633469,3.863365,Université Montpellier - Triolet,43.6291563,3.8616709,41119,0.49855644871099064,498.55644871099065,False,True
FacdesSciences,43.633469,3.863365,Hôpital Lapeyronie,43.6316941,3.8525865,41239,0.8896282185700735,889.6282185700735,False,False
FacdesSciences,43.633469,3.863365,Hôpital Lapeyronie,43.6316751,3.8525608,41117,0.8921152953590068,892.1152953590068,False,False
FacdesSciences,43.633469,3.863365,Saint-Éloi,43.6270802,3.8656448,41235,0.7337156129094822,733.7156129094822,False,True
FacdesSciences,43.633469,3.863365,Université Montpellier - Triolet,43.6291152,3.8614592,41237,0.5078376249746942,507.8376249746942,False,True
FacdesSciences,43.633469,3.863365,Hôpital Lapeyronie,43.6316849,3.8525756,Unknown,0.8907109711150316,890.7109711150316,False,False
FacdesSciences,43.633469,3.863365,Saint-Éloi - Docteur Pezet,43.6271136,3.8667078,Unknown,0.7561687970478236,756.1687970478235,False,True
FacdesSciences,43.633469,3.863365,Saint-Éloi - Docteur Pezet,43.6270892,3.866745,Unknown,0.7597718927412198,759.7718927412199,False,True
FacdesSciences,43.633469,3.863365,Université Paul Valéry,43.6298936,3.8696428,Unknown,0.6429116099898851,642.911609989885,False,True
FacdesSciences,43.633469,3.863365,Université Paul Valéry,43.6299011,3.8696786,Unknown,0.6446647874528685,644.6647874528685,False,True
FacdesSciences,43.633469,3.863365,Pôle Chimie Balard,43.634003,3.8679177,Unknown,0.371177278636327,371.177278636327,True,True
FacdesSciences,43.633469,3.863365,Pôle Chimie Balard,43.6340036,3.8679627,Unknown,0.3747632194788158,374.7632194788158,True,True
FacdesSciences,43.633469,3.863365,CNRS - Zoo de Lunaret,43.6382048,3.8658981,Unknown,0.5646777410543145,564.6777410543144,False,True
FacdesSciences,43.633469,3.863365,CNRS - Zoo de Lunaret,43.6381895,3.8658642,Unknown,0.5621096242408415,562.1096242408415,False,True
Albert 1er - Cathédrale,43.6148176,3.8737832,Corum,43.6142561,3.881957,41131,0.6609853845126338,660.9853845126338,False,True
Albert 1er - Cathédrale,43.6148176,3.8737832,Louis Blanc - Agora de la Danse,43.6147274,3.8782032,41129,0.35597105525708106,355.97105525708105,True,True
Albert 1er - Cathédrale,43.6148176,3.8737832,Stade Philippidès,43.6189067,3.8694871,41125,0.5712687199287247,571.2687199287247,False,True
Albert 1er - Cathédrale,43.6148176,3.8737832,Comédie,43.6084079,3.8797702,41133,0.8604114541581477,860.4114541581476,False,False
Albert 1er - Cathédrale,43.6148176,3.8737832,Albert 1er - Saint-Charles,43.6164538,3.8741502,41127,0.18432040761371055,184.32040761371056,True,True
Albert 1er - Cathédrale,43.6148176,3.8737832,Corum,43.6144182,3.8818054,42141,0.6473497745185853,647.3497745185854,False,True
Albert 1er - Cathédrale,43.6148176,3.8737832,Boutonnet  - Cité des Arts,43.6224984,3.8681444,41123,0.9671977005472698,967.1977005472698,False,False
Albert 1er - Cathédrale,43.6148176,3.8737832,Beaux-Arts,43.6170502,3.8835972,42143,0.8281411171140091,828.141117114009,False,False
Albert 1er - Cathédrale,43.6148176,3.8737832,Observatoire,43.606427,3.8766896,43233,0.9618875693650204,961.8875693650205,False,False
Albert 1er - Cathédrale,43.6148176,3.8737832,Plan Cabanes,43.6085497,3.8680755,43121,0.8348107847552428,834.8107847552428,False,False
Albert 1er - Cathédrale,43.6148176,3.8737832,Observatoire,43.6063438,3.8768143,43125,0.9733322042177546,973.3322042177546,False,False
Albert 1er - Cathédrale,43.6148176,3.8737832,Gambetta - Chaptal,43.6062372,3.8727299,43235,0.957858159647396,957.858159647396,False,False
Albert 1er - Cathédrale,43.6148176,3.8737832,Comédie,43.6083781,3.8798137,41223,0.8651189014455903,865.1189014455904,False,False
Albert 1er - Cathédrale,43.6148176,3.8737832,Beaux-Arts,43.6169338,3.8834353,42227,0.8118717122980067,811.8717122980067,False,False
Albert 1er - Cathédrale,43.6148176,3.8737832,Corum,43.6141886,3.881667,41225,0.6385260544920538,638.5260544920538,False,True
Albert 1er - Cathédrale,43.6148176,3.8737832,Corum,43.6144479,3.8821386,42229,0.6739035625163917,673.9035625163917,False,True
Albert 1er - Cathédrale,43.6148176,3.8737832,Louis Blanc - Agora de la Danse,43.6147682,3.8780174,41227,0.34091613974143076,340.91613974143075,True,True
Albert 1er - Cathédrale,43.6148176,3.8737832,Albert 1er - Saint-Charles,43.6166028,3.8739949,41229,0.19923542731191662,199.23542731191662,True,True
Albert 1er - Cathédrale,43.6148176,3.8737832,Plan Cabanes,43.6085626,3.8681304,43237,0.8311853368311727,831.1853368311727,False,False
Albert 1er - Cathédrale,43.6148176,3.8737832,Boutonnet  - Cité des Arts,43.6226771,3.868106,41233,0.9862164786576509,986.2164786576509,False,False
Albert 1er - Cathédrale,43.6148176,3.8737832,Stade Philippidès,43.6190802,3.8695186,41231,0.5852488315210317,585.2488315210317,False,True
Albert 1er - Cathédrale,43.6148176,3.8737832,Peyrou - Arc de Triomphe,43.6117993,3.8723484,44103,0.35494119227461557,354.94119227461556,True,True
Albert 1er - Cathédrale,43.6148176,3.8737832,Saint-Guilhem - Courreau,43.6081132,3.8735064,44204,0.7458282690708451,745.8282690708451,False,True
Albert 1er - Cathédrale,43.6148176,3.8737832,Saint-Guilhem - Courreau,43.6081284,3.8735437,44104,0.7440549861980263,744.0549861980263,False,True
Albert 1er - Cathédrale,43.6148176,3.8737832,Peyrou - Arc de Triomphe,43.611415,3.8722575,44203,0.39779027349897556,397.7902734989756,True,True
Albert 1er - Cathédrale,43.6148176,3.8737832,Albert 1er - Jardin des Plantes,43.6148176,3.8737832,44102,0.0,0.0,True,True
Albert 1er - Cathédrale,43.6148176,3.8737832,Albert 1er - Jardin des Plantes,43.6148246,3.873733,44202,0.004115595349161372,4.115595349161373,True,True
Charles Flahault,43.6187686,3.8659891,Stade Philippidès,43.6189067,3.8694871,41125,0.28200397859782833,282.00397859782834,True,True
Charles Flahault,43.6187686,3.8659891,Saint-Éloi,43.6269229,3.8657829,41121,0.9068686920193323,906.8686920193323,False,False
Charles Flahault,43.6187686,3.8659891,Albert 1er - Saint-Charles,43.6164538,3.8741502,41127,0.705596531788755,705.596531788755,False,True
Charles Flahault,43.6187686,3.8659891,Boutonnet  - Cité des Arts,43.6224984,3.8681444,41123,0.4495612056637432,449.5612056637432,False,True
Charles Flahault,43.6187686,3.8659891,Albert 1er - Saint-Charles,43.6166028,3.8739949,41229,0.6879974907215717,687.9974907215717,False,True
Charles Flahault,43.6187686,3.8659891,Boutonnet  - Cité des Arts,43.6226771,3.868106,41233,0.46681797584356305,466.81797584356303,False,True
Charles Flahault,43.6187686,3.8659891,Saint-Éloi,43.6270802,3.8656448,41235,0.9246231833946904,924.6231833946904,False,False
Charles Flahault,43.6187686,3.8659891,Stade Philippidès,43.6190802,3.8695186,41231,0.2862257585150881,286.2257585150881,True,True
Charles Flahault,43.6187686,3.8659891,Peyrou - Arc de Triomphe,43.6117993,3.8723484,44103,0.9287837057041117,928.7837057041118,False,False
Charles Flahault,43.6187686,3.8659891,Peyrou - Arc de Triomphe,43.611415,3.8722575,44203,0.9608633918027879,960.8633918027879,False,False
Charles Flahault,43.6187686,3.8659891,Albert 1er - Jardin des Plantes,43.6148176,3.8737832,44102,0.7659577367103082,765.9577367103082,False,True
Charles Flahault,43.6187686,3.8659891,Albert 1er - Jardin des Plantes,43.6148246,3.873733,44202,0.7622027489079358,762.2027489079359,False,True
Charles Flahault,43.6187686,3.8659891,Saint-Éloi - Docteur Pezet,43.6271136,3.8667078,Unknown,0.9297232467888519,929.7232467888518,False,False
Charles Flahault,43.6187686,3.8659891,Saint-Éloi - Docteur Pezet,43.6270892,3.866745,Unknown,0.9272070444186374,927.2070444186375,False,False
Médiathèque Emile Zola,43.6082468,3.8930561,Rives du Lez,43.6040961,3.8948979,41145,0.48477562680698166,484.7756268069817,False,True
Médiathèque Emile Zola,43.6082468,3.8930561,Moularès (Hôtel de Ville),43.6005714,3.8955449,41147,0.876676221091916,876.676221091916,False,False
Médiathèque Emile Zola,43.6082468,3.8930561,Place Carnot,43.6036345,3.8842954,42129,0.8721177788772403,872.1177788772403,False,False
Médiathèque Emile Zola,43.6082468,3.8930561,Voltaire,43.6037049,3.8892253,42131,0.5917751481745109,591.775148174511,False,True
Médiathèque Emile Zola,43.6082468,3.8930561,Rives du Lez - Consuls de Mer,43.603993,3.8940022,42133,0.4790957568868727,479.0957568868727,False,True
Médiathèque Emile Zola,43.6082468,3.8930561,Les Aubes,43.6139508,3.8883314,42231,0.7395751998127283,739.5751998127283,False,True
Médiathèque Emile Zola,43.6082468,3.8930561,Pompignane,43.6125111,3.8949065,42233,0.49702086604139595,497.02086604139595,False,True
Médiathèque Emile Zola,43.6082468,3.8930561,Antigone,43.6086092,3.8866898,41139,0.5141512247374396,514.1512247374395,False,True
Médiathèque Emile Zola,43.6082468,3.8930561,Léon Blum,43.6088993,3.8902941,41141,0.23391318757805096,233.91318757805095,True,True
Médiathèque Emile Zola,43.6082468,3.8930561,Place de l'Europe,43.6072981,3.8939097,41143,0.1259032132385884,125.9032132385884,True,True
Médiathèque Emile Zola,43.6082468,3.8930561,Port Marianne,43.6016281,3.8997688,41149,0.9131133163984267,913.1133163984267,False,False
Médiathèque Emile Zola,43.6082468,3.8930561,Georges Frêche - Hôtel de ville,43.5994093,3.8949293,43217,0.9941928078132765,994.1928078132764,False,False
Médiathèque Emile Zola,43.6082468,3.8930561,Georges Frêche - Hôtel de ville,43.5994861,3.8950854,43141,0.9877539858385369,987.7539858385369,False,False
Médiathèque Emile Zola,43.6082468,3.8930561,Moularès (Hôtel de Ville),43.6006479,3.8955356,41209,0.8682246763146662,868.2246763146661,False,False
Médiathèque Emile Zola,43.6082468,3.8930561,Rives du Lez,43.6043283,3.8948981,41211,0.46026675044380944,460.2667504438094,False,True
Médiathèque Emile Zola,43.6082468,3.8930561,Place de l'Europe,43.6073923,3.8939694,41213,0.12014652738382145,120.14652738382145,True,True
Médiathèque Emile Zola,43.6082468,3.8930561,Les Aubes,43.61399,3.8881044,42139,0.7528327021453994,752.8327021453995,False,True
Médiathèque Emile Zola,43.6082468,3.8930561,Pompignane,43.6126573,3.8949896,42137,0.5145376361543276,514.5376361543275,False,True
Médiathèque Emile Zola,43.6082468,3.8930561,Du Guesclin,43.6071804,3.8833017,41138,0.7942662322564037,794.2662322564037,False,True
Médiathèque Emile Zola,43.6082468,3.8930561,Antigone,43.6084999,3.8866241,41217,0.5186239794514451,518.6239794514452,False,True
Médiathèque Emile Zola,43.6082468,3.8930561,Du Guesclin,43.6070636,3.8831972,41218,0.8046087748792242,804.6087748792243,False,False
Médiathèque Emile Zola,43.6082468,3.8930561,Léon Blum,43.6089494,3.8900989,41215,0.2505823575009924,250.5823575009924,True,True
Médiathèque Emile Zola,43.6082468,3.8930561,Place Carnot,43.6037618,3.8842324,42241,0.8680156966663128,868.0156966663128,False,False
Médiathèque Emile Zola,43.6082468,3.8930561,Voltaire,43.6037185,3.8889694,42239,0.6015043318886728,601.5043318886728,False,True
Médiathèque Emile Zola,43.6082468,3.8930561,Port Marianne,43.601566,3.8994636,41207,0.9044488604376536,904.4488604376536,False,False
Médiathèque Emile Zola,43.6082468,3.8930561,Place Carnot,43.6037042,3.8842576,Unknown,0.870058700017354,870.058700017354,False,False
Médiathèque Emile Zola,43.6082468,3.8930561,Rives du Lez - Consuls de Mer,43.6040207,3.8938614,42237,0.47437306111446775,474.37306111446776,False,True
Nombre d'Or,43.6079002,3.8866534,Corum,43.6142561,3.881957,41131,0.8015296471043218,801.5296471043218,False,False
Nombre d'Or,43.6079002,3.8866534,Rives du Lez,43.6040961,3.8948979,41145,0.7871325607642443,787.1325607642443,False,True
Nombre d'Or,43.6079002,3.8866534,Comédie,43.6084079,3.8797702,41133,0.5570572707866193,557.0572707866193,False,True
Nombre d'Or,43.6079002,3.8866534,Gare Saint-Roch,43.6056584,3.8801992,41135,0.576356171832676,576.356171832676,False,True
Nombre d'Or,43.6079002,3.8866534,Corum,43.6144182,3.8818054,42141,0.8231832171053003,823.1832171053003,False,False
Nombre d'Or,43.6079002,3.8866534,Place Carnot,43.6036345,3.8842954,42129,0.5109104482367356,510.9104482367356,False,True
Nombre d'Or,43.6079002,3.8866534,Voltaire,43.6037049,3.8892253,42131,0.5103928328603812,510.3928328603812,False,True
Nombre d'Or,43.6079002,3.8866534,Rives du Lez - Consuls de Mer,43.603993,3.8940022,42133,0.7340727154776796,734.0727154776796,False,True
Nombre d'Or,43.6079002,3.8866534,Les Aubes,43.6139508,3.8883314,42231,0.6862253151661876,686.2253151661876,False,True
Nombre d'Or,43.6079002,3.8866534,Pompignane,43.6125111,3.8949065,42233,0.8392733385854438,839.2733385854439,False,False
Nombre d'Or,43.6079002,3.8866534,Antigone,43.6086092,3.8866898,41139,0.07889165647207677,78.89165647207678,True,True
Nombre d'Or,43.6079002,3.8866534,Léon Blum,43.6088993,3.8902941,41141,0.31347016602956335,313.47016602956336,True,True
Nombre d'Or,43.6079002,3.8866534,Place de l'Europe,43.6072981,3.8939097,41143,0.5880578070413528,588.0578070413528,False,True
Nombre d'Or,43.6079002,3.8866534,Rondelet,43.6030665,3.8761818,42125,0.9998870964320239,999.8870964320239,False,False
Nombre d'Or,43.6079002,3.8866534,Gare Saint-Roch République,43.6051723,3.8797962,43231,0.6299481001430159,629.948100143016,False,True
Nombre d'Or,43.6079002,3.8866534,Observatoire,43.606427,3.8766896,43233,0.8187859585485678,818.7859585485678,False,False
Nombre d'Or,43.6079002,3.8866534,Observatoire,43.6063438,3.8768143,43125,0.81087582396854,810.87582396854,False,False
Nombre d'Or,43.6079002,3.8866534,Gare Saint-Roch République,43.6052424,3.8797132,43127,0.6321314647195635,632.1314647195635,False,True
Nombre d'Or,43.6079002,3.8866534,Comédie,43.6083781,3.8798137,41223,0.5532451189187549,553.245118918755,False,True
Nombre d'Or,43.6079002,3.8866534,Gare Saint-Roch,43.6056635,3.8802526,41221,0.5722358955140753,572.2358955140753,False,True
Nombre d'Or,43.6079002,3.8866534,Rives du Lez,43.6043283,3.8948981,41211,0.773576693669426,773.576693669426,False,True
Nombre d'Or,43.6079002,3.8866534,Place de l'Europe,43.6073923,3.8939694,41213,0.5917416441061751,591.7416441061752,False,True
Nombre d'Or,43.6079002,3.8866534,Corum,43.6141886,3.881667,41225,0.80628655589983,806.28655589983,False,False
Nombre d'Or,43.6079002,3.8866534,Corum,43.6144479,3.8821386,42229,0.813761341421836,813.7613414218359,False,False
Nombre d'Or,43.6079002,3.8866534,Les Aubes,43.61399,3.8881044,42139,0.6871575401074159,687.1575401074159,False,True
Nombre d'Or,43.6079002,3.8866534,Pompignane,43.6126573,3.8949896,42137,0.8545458760407603,854.5458760407603,False,False
Nombre d'Or,43.6079002,3.8866534,Du Guesclin,43.6071804,3.8833017,41138,0.28147845087870116,281.47845087870115,True,True
Nombre d'Or,43.6079002,3.8866534,Antigone,43.6084999,3.8866241,41217,0.06672531183561478,66.72531183561478,True,True
Nombre d'Or,43.6079002,3.8866534,Du Guesclin,43.6070636,3.8831972,41218,0.29341060294914517,293.4106029491452,True,True
Nombre d'Or,43.6079002,3.8866534,Léon Blum,43.6089494,3.8900989,41215,0.3009414537185484,300.9414537185484,True,True
Nombre d'Or,43.6079002,3.8866534,Place Carnot,43.6037618,3.8842324,42241,0.49975334074651284,499.75334074651283,False,True
Nombre d'Or,43.6079002,3.8866534,Voltaire,43.6037185,3.8889694,42239,0.5009823374638377,500.98233746383767,False,True
Nombre d'Or,43.6079002,3.8866534,Place Carnot,43.6037042,3.8842576,Unknown,0.5048783524901183,504.87835249011823,False,True
Nombre d'Or,43.6079002,3.8866534,Rives du Lez - Consuls de Mer,43.6040207,3.8938614,42237,0.7231240852569493,723.1240852569492,False,True
Boutonnet,43.6199984,3.8678033,Stade Philippidès,43.6189067,3.8694871,41125,0.181955393004989,181.955393004989,True,True
Boutonnet,43.6199984,3.8678033,Saint-Éloi,43.6269229,3.8657829,41121,0.7869564474716776,786.9564474716776,False,True
Boutonnet,43.6199984,3.8678033,Albert 1er - Saint-Charles,43.6164538,3.8741502,41127,0.6452839126589595,645.2839126589595,False,True
Boutonnet,43.6199984,3.8678033,Boutonnet  - Cité des Arts,43.6224984,3.8681444,41123,0.2793400103280019,279.3400103280019,True,True
Boutonnet,43.6199984,3.8678033,Albert 1er - Saint-Charles,43.6166028,3.8739949,41229,0.6252890714634453,625.2890714634452,False,True
Boutonnet,43.6199984,3.8678033,Boutonnet  - Cité des Arts,43.6226771,3.868106,41233,0.29885281115825585,298.85281115825586,True,True
Boutonnet,43.6199984,3.8678033,Saint-Éloi,43.6270802,3.8656448,41235,0.8063996757733971,806.3996757733971,False,False
Boutonnet,43.6199984,3.8678033,Stade Philippidès,43.6190802,3.8695186,41231,0.17172616661064768,171.72616661064768,True,True
Boutonnet,43.6199984,3.8678033,Peyrou - Arc de Triomphe,43.6117993,3.8723484,44103,0.9823809029358817,982.3809029358816,False,False
Boutonnet,43.6199984,3.8678033,Albert 1er - Jardin des Plantes,43.6148176,3.8737832,44102,0.7507333788171359,750.7333788171359,False,True
Boutonnet,43.6199984,3.8678033,Albert 1er - Jardin des Plantes,43.6148246,3.873733,44202,0.7475493310283012,747.5493310283013,False,True
Boutonnet,43.6199984,3.8678033,Saint-Éloi - Docteur Pezet,43.6271136,3.8667078,Unknown,0.7960729819503876,796.0729819503875,False,True
Boutonnet,43.6199984,3.8678033,Saint-Éloi - Docteur Pezet,43.6270892,3.866745,Unknown,0.793049359340875,793.049359340875,False,True
Observatoire,43.6145267,3.8710807,Corum,43.6142561,3.881957,41131,0.8761130929722049,876.1130929722049,False,False
Observatoire,43.6145267,3.8710807,Louis Blanc - Agora de la Danse,43.6147274,3.8782032,41129,0.5738285547318257,573.8285547318256,False,True
Observatoire,43.6145267,3.8710807,Stade Philippidès,43.6189067,3.8694871,41125,0.5036463563460314,503.6463563460314,False,True
Observatoire,43.6145267,3.8710807,Comédie,43.6084079,3.8797702,41133,0.9758746004628263,975.8746004628263,False,False
Observatoire,43.6145267,3.8710807,Albert 1er - Saint-Charles,43.6164538,3.8741502,41127,0.3270759105516332,327.0759105516332,True,True
Observatoire,43.6145267,3.8710807,Corum,43.6144182,3.8818054,42141,0.8634748155810844,863.4748155810844,False,False
Observatoire,43.6145267,3.8710807,Boutonnet  - Cité des Arts,43.6224984,3.8681444,41123,0.9173866851207975,917.3866851207974,False,False
Observatoire,43.6145267,3.8710807,Plan Cabanes,43.6085497,3.8680755,43121,0.7072811373878645,707.2811373878644,False,True
Observatoire,43.6145267,3.8710807,Gambetta - Chaptal,43.6062372,3.8727299,43235,0.9312645181662743,931.2645181662743,False,False
Observatoire,43.6145267,3.8710807,Arceaux,43.609864,3.8624768,43119,0.8652271814299946,865.2271814299945,False,False
Observatoire,43.6145267,3.8710807,Comédie,43.6083781,3.8798137,41223,0.9806955756957533,980.6955756957533,False,False
Observatoire,43.6145267,3.8710807,Corum,43.6141886,3.881667,41225,0.8530790845394577,853.0790845394577,False,False
Observatoire,43.6145267,3.8710807,Corum,43.6144479,3.8821386,42229,0.8902576485873788,890.2576485873788,False,False
Observatoire,43.6145267,3.8710807,Louis Blanc - Agora de la Danse,43.6147682,3.8780174,41227,0.559081754834516,559.081754834516,False,True
Observatoire,43.6145267,3.8710807,Albert 1er - Saint-Charles,43.6166028,3.8739949,41229,0.32913693658000687,329.1369365800069,True,True
Observatoire,43.6145267,3.8710807,Plan Cabanes,43.6085626,3.8681304,43237,0.7044308118003476,704.4308118003476,False,True
Observatoire,43.6145267,3.8710807,Arceaux,43.6100217,3.8615025,43239,0.9195433059770869,919.5433059770869,False,False
Observatoire,43.6145267,3.8710807,Boutonnet  - Cité des Arts,43.6226771,3.868106,41233,0.9373851197481693,937.3851197481692,False,False
Observatoire,43.6145267,3.8710807,Stade Philippidès,43.6190802,3.8695186,41231,0.5217083734404349,521.7083734404349,False,True
Observatoire,43.6145267,3.8710807,Peyrou - Arc de Triomphe,43.6117993,3.8723484,44103,0.31998503537357925,319.98503537357925,True,True
Observatoire,43.6145267,3.8710807,Saint-Guilhem - Courreau,43.6081132,3.8735064,44204,0.7394048586778517,739.4048586778516,False,True
Observatoire,43.6145267,3.8710807,Saint-Guilhem - Courreau,43.6081284,3.8735437,44104,0.7385754176927852,738.5754176927852,False,True
Observatoire,43.6145267,3.8710807,Peyrou - Arc de Triomphe,43.611415,3.8722575,44203,0.3587414052949547,358.7414052949547,True,True
Observatoire,43.6145267,3.8710807,Albert 1er - Jardin des Plantes,43.6148176,3.8737832,44102,0.21995512205035708,219.9551220503571,True,True
Observatoire,43.6145267,3.8710807,Albert 1er - Jardin des Plantes,43.6148246,3.873733,44202,0.21607649094980425,216.07649094980425,True,True
Nouveau Saint-Roch,43.5992903,3.8756446,Gare Saint-Roch,43.6056584,3.8801992,41135,0.7974364338594181,797.4364338594181,False,True
Nouveau Saint-Roch,43.5992903,3.8756446,Place Carnot,43.6036345,3.8842954,42129,0.8476832395361115,847.6832395361115,False,False
Nouveau Saint-Roch,43.5992903,3.8756446,Saint-Cléophas,43.594954,3.8760145,42121,0.48309377177151996,483.09377177152,False,True
Nouveau Saint-Roch,43.5992903,3.8756446,Mas Drevon,43.5955627,3.8679574,42117,0.7449853912223013,744.9853912223014,False,True
Nouveau Saint-Roch,43.5992903,3.8756446,Rondelet,43.6030665,3.8761818,42125,0.42211651999152794,422.1165199915279,False,True
Nouveau Saint-Roch,43.5992903,3.8756446,Lemasson,43.59358,3.8731927,42119,0.6649479329983642,664.9479329983642,False,True
Nouveau Saint-Roch,43.5992903,3.8756446,Nouveau Saint-Roch,43.5994208,3.8756775,42123,0.014750795966061193,14.750795966061194,True,True
Nouveau Saint-Roch,43.5992903,3.8756446,Gare Saint-Roch République,43.6051723,3.8797962,43231,0.7345275175428457,734.5275175428458,False,True
Nouveau Saint-Roch,43.5992903,3.8756446,Observatoire,43.606427,3.8766896,43233,0.7980133633964894,798.0133633964895,False,True
Nouveau Saint-Roch,43.5992903,3.8756446,Mas Drevon,43.5954543,3.8677984,42253,0.7623367886790121,762.3367886790121,False,True
Nouveau Saint-Roch,43.5992903,3.8756446,Saint-Cléophas,43.5948469,3.8758854,42249,0.49446391120598293,494.4639112059829,False,True
Nouveau Saint-Roch,43.5992903,3.8756446,Lemasson,43.5936982,3.8730593,42251,0.6557402443315762,655.7402443315762,False,True
Nouveau Saint-Roch,43.5992903,3.8756446,Nouveau Saint-Roch,43.5992903,3.8756446,42247,0.0,0.0,True,True
Nouveau Saint-Roch,43.5992903,3.8756446,Rondelet,43.6031345,3.8759259,42245,0.42805525862452437,428.05525862452436,False,True
Nouveau Saint-Roch,43.5992903,3.8756446,Observatoire,43.6063438,3.8768143,43125,0.7899482943147764,789.9482943147764,False,True
Nouveau Saint-Roch,43.5992903,3.8756446,Saint-Martin - Le Jam,43.5921013,3.8804566,43133,0.8883541954855938,888.3541954855938,False,False
Nouveau Saint-Roch,43.5992903,3.8756446,Gambetta,43.6055891,3.8739545,43123,0.7134932932169855,713.4932932169855,False,True
Nouveau Saint-Roch,43.5992903,3.8756446,Gambetta - Chaptal,43.6062372,3.8727299,43235,0.8073260869518105,807.3260869518106,False,False
Nouveau Saint-Roch,43.5992903,3.8756446,Gare Saint-Roch République,43.6052424,3.8797132,43127,0.7384876157095492,738.4876157095492,False,True
Nouveau Saint-Roch,43.5992903,3.8756446,Gare Saint-Roch,43.6056635,3.8802526,41221,0.7999253833015777,799.9253833015777,False,True
Nouveau Saint-Roch,43.5992903,3.8756446,Saint-Martin - Le Jam,43.5922458,3.8802527,43225,0.8667677829638846,866.7677829638845,False,False
Nouveau Saint-Roch,43.5992903,3.8756446,Place Carnot,43.6037618,3.8842324,42241,0.8517041252728319,851.7041252728319,False,False
Nouveau Saint-Roch,43.5992903,3.8756446,Place Carnot,43.6037042,3.8842576,Unknown,0.8496368718265853,849.6368718265853,False,False
Nouveau Saint-Roch,43.5992903,3.8756446,Saint-Guilhem - Courreau,43.6081132,3.8735064,44204,0.9960538841190962,996.0538841190962,False,False
Nouveau Saint-Roch,43.5992903,3.8756446,Saint-Guilhem - Courreau,43.6081284,3.8735437,44104,0.9972047732592433,997.2047732592433,False,False
Nouveau Saint-Roch,43.5992903,3.8756446,Place du 8 Mai 1945,43.6012443,3.8679343,Unknown,0.6577838333483564,657.7838333483564,False,True
Nouveau Saint-Roch,43.5992903,3.8756446,Place du 8 Mai 1945,43.6012189,3.8679665,Unknown,0.6544062021849701,654.4062021849702,False,True
Nouveau Saint-Roch,43.5992903,3.8756446,Parc Clemenceau,43.6031532,3.8717667,Unknown,0.5310420385184175,531.0420385184175,False,True
Nouveau Saint-Roch,43.5992903,3.8756446,Parc Clemenceau,43.6033971,3.8721461,Unknown,0.5365569333980327,536.5569333980327,False,True
Nouveau Saint-Roch,43.5992903,3.8756446,Gambetta - Saint-Denis,43.6050726,3.8745319,Unknown,0.6491749647196352,649.1749647196352,False,True
Rondelet,43.6041463,3.8748308,Comédie,43.6084079,3.8797702,41133,0.6186407597554121,618.6407597554121,False,True
Rondelet,43.6041463,3.8748308,Gare Saint-Roch,43.6056584,3.8801992,41135,0.4638009709597364,463.8009709597364,False,True
Rondelet,43.6041463,3.8748308,Place Carnot,43.6036345,3.8842954,42129,0.7642023634451767,764.2023634451766,False,True
Rondelet,43.6041463,3.8748308,Rondelet,43.6030665,3.8761818,42125,0.16201807179768965,162.01807179768966,True,True
Rondelet,43.6041463,3.8748308,Nouveau Saint-Roch,43.5994208,3.8756775,42123,0.5298562355830997,529.8562355830996,False,True
Rondelet,43.6041463,3.8748308,Gare Saint-Roch République,43.6051723,3.8797962,43231,0.4157630551219138,415.7630551219138,False,True
