row_id,station_id,system_id,system_name,city,station_name,lat,lon,capacity,is_virtual_station_hint,label
1,1991f970-50e8-4747-8f50-b3f5bb924488,dott-lyon,Dott Lyon,Lyon,AC Rochaix,45.7477,4.87762,,True,
2,stn_MsWRwNgiy7Z6vgETXDuaxR,calivelo,CaliVélo,Libourne,ZA Palard,45.05161,-0.11348,10.0,False,
3,bordeaux_parking_Arceau_13933_zid51TN7DBX,pony_bordeaux,Pony Bordeaux,Bordeaux,bordeaux_parking_Arceau_13933_zid51TN7DBX,44.82688,-0.57631,,True,
4,8,libelo,Libélo,Valence,Dunkerque,44.9366,4.899,10.0,False,
5,256403519,Paris,Vélib' Metropole,Paris,Place Pigalle,48.88276,2.33616,21.0,False,
6,angers_parking_BikeRack_10_BD_Jeanneteau_zidPHCWPWA9,pony_Angers,Pony Angers,Angers,angers_parking_BikeRack_10_BD_Jeanneteau_zidPHCWPWA9,47.49315,-0.55149,,True,
7,cd6d77b6-a60a-4bc5-b63d-3c38c30c7314,dott-paris,Dott Paris,Paris,id_32461,48.86705,2.28775,,True,
8,ce4bhb92rcd13ifvqen0,levelo_inurba_marseille,levélo - Marseille,Marseille,Plage des Catalans,43.2901,5.35611,30.0,False,
9,13373801574,Paris,Vélib' Metropole,Paris,Gare RER,48.89628,2.45816,30.0,False,
10,1034,citiz_alpes_loire,Citiz Alpes Loire,Grenoble,Quais de France (48),45.19342,5.72072,4.0,False,
11,93,toulouse,VélÔToulouse,Toulouse,BD MATABIAU - INGRES,43.61457,1.44357,17.0,False,
12,e2d22a36-31a9-4f1d-a88e-941a01458664,dott-gpseo,Dott Gpseo,Grand Paris Seine et Oise,POI61 Maréchal Foch,48.93073,2.05262,,True,
13,bordeaux_parking_Arceau_13810_zidH2YT0MY2,pony_bordeaux,Pony Bordeaux,Bordeaux,bordeaux_parking_Arceau_13810_zidH2YT0MY2,44.83196,-0.59397,,True,
14,stn_PnqB4i8fT4RQCYVvkQrdGF,capcotentin,CapCotentin,Cherbourg-en-Cotentin,Flamands,49.65125,-1.58401,5.0,False,
15,af1cdd41-190f-48c3-922f-bc28e80b50d0,dott-paris,Dott Paris,Paris,id_31905,48.84138,2.39216,,True,
16,5f47e617-94bd-4201-9902-024f937a60dc,dott-paris,Dott Paris,Paris,id_55395,48.8706,2.27451,,True,
17,81dd11bd-217b-45ed-91b4-23b5b6f0be52,Optymo_Belfort_ALS,Optymo Belfort Auto libre-service,Belfort,CHA1 Bavilliers,47.62236,6.83126,,False,
18,129134084,Paris,Vélib' Metropole,Paris,Morice - Général Leclerc,48.90245,2.31289,25.0,False,
19,paris_parking_BELIDOR_zidYP3IJHOK,pony_paris,Pony Paris,Paris,paris_parking_BELIDOR_zidYP3IJHOK,48.88026,2.2857,2.0,True,
20,93b165a6-3cb3-4793-9f64-78593486113e,bird-bordeaux,Bird Bordeaux,Bordeaux,"4 Rue d'Enghien, 33000 Bordeaux, France",44.84583,-0.57631,,True,
21,751,citiz_alpes_loire,Citiz Alpes Loire,Grenoble,CPAM Liberation (90),45.17131,5.7132,1.0,False,
22,837,citiz_alpes_loire,Citiz Alpes Loire,Grenoble,Frédéric Dard,45.59109,5.27506,2.0,False,
23,1d1664d3-dda7-4547-9979-acc769b4f2dc,dott-lyon,Dott Lyon,Lyon,"[4.891946,45.819371]",45.81937,4.89195,,True,
24,74,mvelo_plus_grenoble,Mvélo+,Grenoble,CLOYERES,45.26448,5.8783,,True,
25,stn_k9Z9iQuy6vNdJtCHjaPVvQ,calivelo,CaliVélo,Libourne,Lycée Max Linder,44.91783,-0.24097,10.0,False,
26,966,citiz_alpes_loire,Citiz Alpes Loire,Grenoble,Malakoff,45.18897,5.73843,2.0,False,
27,1366,citiz_occitanie,Citiz Occitanie,Toulouse,Patte d'oie,43.59596,1.42256,2.0,False,
28,nice_parking_Boulevard_James_Wyllie_base_de_voile_zidEWHTGGCH,pony_Nice,Pony Nice,"Nice, FR",22 | Boulevard James Wyllie | Antibes,43.57158,7.12761,100.0,True,
29,stn_nQ8agtNMbRPU4bVS422YmQ,tanlib,Vélo Tanlib,Niort,POLE ATLANTIQUE,46.31737,-0.48299,22.0,False,
30,d369c11c-8a83-41f7-a8bf-a2e9aee798ac,dott-paris,Dott Paris,Paris,id_39975,48.87246,2.37803,,True,
31,1731,citiz_occitanie,Citiz Occitanie,Toulouse,Flex Corraze,43.58133,1.48496,1.0,False,
32,bordeaux_parking_Arceau_14180_zidE6FANJQ8,pony_bordeaux,Pony Bordeaux,Bordeaux,bordeaux_parking_Arceau_14180_zidE6FANJQ8,44.82497,-0.5859,,True,
33,337,citiz_lille_arras,Citiz Lille Arras,Lille,BOURG,50.65298,3.02599,3.0,False,
34,41610121,Paris,Vélib' Metropole,Paris,Censier - Jardin des Plantes,48.84107,2.35548,28.0,False,
35,stn_ZPbKNmQzyz6ZtGUDifpsbn,perivelo,Périvélo,Périgueux,Halte Ferroviaire - Boulazac,45.17193,0.7726,20.0,False,
36,b949f104-2268-4570-95db-37d4c5f46444,dott-paris,Dott Paris,Paris,id_48908,48.84022,2.33637,,True,
37,bordeaux_parking_Arceau_10852_zidAJ71RCWK,pony_bordeaux,Pony Bordeaux,Bordeaux,bordeaux_parking_Arceau_10852_zidAJ71RCWK,44.81635,-0.55535,,True,
38,1057061349,Paris,Vélib' Metropole,Paris,Chancé Milly - Cimetière Communal Sud,48.89687,2.30392,32.0,False,
39,limoges_parking_4_Rue_Villaris_zidIN1RPB1L,pony_Limoges,Pony Limoges,Limoges,limoges_parking_4_Rue_Villaris_zidIN1RPB1L,45.83865,1.24749,,True,
40,10,nantes,Naolib,Nantes,PICASSO,47.21621,-1.5338,40.0,False,
41,3c9ee212-ff59-4b81-a634-de17aa6a9b80,dott-bourgoin-jallieu,Dott Bourgoin Jallieu,Bourgoin-Jallieu,SAINT HONORÉ 2,45.6079,5.26307,,True,
42,76507850,Paris,Vélib' Metropole,Paris,Dantzig - Lefebvre,48.83014,2.29593,33.0,False,
43,1187,citiz_alpes_loire,Citiz Alpes Loire,Grenoble,Place Saint-Bruno,45.36695,5.59253,2.0,False,
44,53e82715-22a5-49e5-8e61-c7e1a5e31bf5,bird-laval,Bird Laval,Laval,"2 Rue Joséphine Baker, 53000 Laval, France",48.08157,-0.79251,,True,
45,5802,inurba-rouen,LOVELO Libre-service,Rouen,129 - LYCEE DES BRUYERES,49.4125,1.07325,12.0,False,
46,52518,Paris,Vélib' Metropole,Paris,Louis Lumière.,48.86216,2.41113,22.0,False,
47,725,mp_ARBRESLE,PAYS DE L'ARBRESLE - VEL'PAR,Courzieu,COURZIEU MAIRIE,45.74229,4.57027,5.0,False,
48,85,nantes,Naolib,Nantes,BEL AIR,47.22639,-1.56002,14.0,False,
49,6438e81c-9d14-4b6c-87c5-cf3292c1a7e0,dott-paris,Dott Paris,Paris,id_old722808D20080918161456,48.86491,2.40405,,True,
50,ce4bhl12rcd13ifvqgf0,levelo_inurba_marseille,levélo - Marseille,Marseille,Rolland - Platanes,43.27172,5.40996,20.0,False,
51,165,v_lille,V'lille,Lille,Jean Sans Peur,50.63242,3.05831,14.0,False,
52,82ee6573-819e-4691-88e9-2bdbfd4565db,bird-draguignan,Bird Draguignan,Draguignan,"13 Avenue Patrick Rosso, 83300 Draguignan, France",43.53666,6.46835,,True,
53,378,toulouse,VélÔToulouse,Toulouse,BASSO CAMBO MÉTRO,43.56997,1.39181,13.0,False,
54,BikeRack 1 desjardins,pony_Angers,Pony Angers,Angers,BikeRack 1 desjardins,47.42864,-0.52783,,True,
55,5aa634f3-340e-445a-a14e-a16c2b303cbc,dott-bourgoin-jallieu,Dott Bourgoin Jallieu,Bourgoin-Jallieu,GENERAL VOISIN,45.59812,5.27376,,True,
56,121,amiens,Velam,Amiens,GARE PARVIS,49.89057,2.3075,30.0,False,
57,301841024,Paris,Vélib' Metropole,Paris,Molière - République,48.81112,2.31457,30.0,False,
58,10114,lyon,Vélo'v,Lyon,BEL AIR / LES BROSSES,45.75793,4.91078,20.0,False,
59,beauvais_parking_Centre_Commercial_zid6M50VVC9,pony_Beauvais,Pony Beauvais,Beauvais,beauvais_parking_Centre_Commercial_zid6M50VVC9,49.43456,2.106,,True,
60,1057399900,Paris,Vélib' Metropole,Paris,Placette Grégoire Collas,48.94342,2.24875,25.0,False,
61,367,citiz_metropole_lyon,Citiz Métropole Lyon,Lyon,Lyon 6ème - Parking LPA Morand,45.76773,4.84174,7.0,False,
62,perpignan_parking_BurgerKing_Est_zid1UHV5CR0,pony_Perpignan,Pony Perpignan,Perpignan,perpignan_parking_BurgerKing_Est_zid1UHV5CR0,42.68816,2.92391,,True,
63,0b1d8673-0492-446e-96a7-7266d14fa1d3,bird-bordeaux,Bird Bordeaux,Bordeaux,"196 Rue Achard, 33300 Bordeaux, France",44.87274,-0.54644,,True,
64,393,citiz_metropole_lyon,Citiz Métropole Lyon,Lyon,Lyon 3ème - Parking LPA Villette P2,45.76054,4.8617,2.0,False,
65,stn_oCiUJkTdD2a2FQXQgf66Ad,cyclovis,Cyclovis,Soissons,Centre Social de Presles,49.37342,3.3087,20.0,False,
66,653153519,Paris,Vélib' Metropole,Paris,Gare des Vallées,48.91318,2.25773,20.0,False,
67,151,citiz_grand_est,Citiz Grand Est,Strasbourg,Rome (Esplanade),48.57732,7.76886,3.0,False,
68,chf7qms3casf4nvmd1b0,velivert_saint_etienne,Vélivert,Saint-Étienne,Carnot,45.44712,4.38556,30.0,False,
69,perpignan_parking_PYRENEES_boulevard_des_zidIIK421TI,pony_Perpignan,Pony Perpignan,Perpignan,perpignan_parking_PYRENEES_boulevard_des_zidIIK421TI,42.69671,2.88827,,True,
70,ce96c26d-b6ae-4f4a-bcec-3c690d3330f0,dott-bordeaux,Dott Bordeaux,Bordeaux,BOETIE MARGAUX,44.91128,-0.6833,,True,
71,ee7f0eb3-636e-42f6-a4ef-74e2de58a98c,dott-paris,Dott Paris,Paris,id_56277,48.87911,2.37146,,True,
72,f7515b6e-99dc-4087-a74d-68efb9d21164,dott-paris,Dott Paris,Paris,id_old382006G200509050349,48.85839,2.35921,,True,
73,25e61dbb-6b2d-48a1-86e6-f9231cebed28,dott-bordeaux,Dott Bordeaux,Bordeaux,ARCEAU_VELO,44.83131,-0.58261,,True,
74,f028e1c6-14e0-4616-b6d1-c425e0039570,dott-paris,Dott Paris,Paris,id_old308602D20140310100532,48.87711,2.36627,,True,
75,f4ba8a9b-c71c-421d-a215-af1842026538,bird-bordeaux,Bird Bordeaux,Bordeaux,"79 Cr des Aubiers, 33300 Bordeaux, France",44.8722,-0.57239,,True,
76,800d77e1-013e-43af-a741-a4bf8d669e02,voi_Grenoble,Voi Grenoble,Grenoble,GRE276,45.1889,5.73874,12.0,True,
77,315ab6e6-70a5-4d0b-8695-d967ea60af74,dott-siemu,Dott SIEMU,Marne-la-Vallée,LSM - HENRI GABRIEL IBELS,48.86647,2.69851,,True,
78,cirqbucg3q5td18hqst0,velozef,VéloZef,Brest,Porte de Plouzané,48.37655,-4.55336,10.0,False,
79,21,citiz_bfc,Citiz BFC,Besançon,Théâtre,47.32173,5.04346,4.0,False,
80,644,citiz_gironde,Citiz Gironde,Bordeaux,Mairie (Parking rue Coudol),44.86592,-0.59953,1.0,False,
81,c3dja3uql9dm2f36adgg,vilvolt_epinal,Vilvolt,Épinal,4 nations,48.17627,6.44592,15.0,False,
82,10084,lyon,Vélo'v,Lyon,DOUA / AVENUE DES ARTS,45.78353,4.87129,30.0,False,
83,1522,citiz_developpement,Citiz Développement,France,ORANGERIE,46.1885,-1.11661,3.0,False,
84,stn_Hh8FncreXTLUjQV87B82Ny,cyclovis,Cyclovis,Soissons,Base Nautique - Pommiers,49.39087,3.27522,6.0,False,
85,44ee70b8-64f1-4189-9606-0d761c49b1b0,dott-paris,Dott Paris,Paris,id_old088112D20081120091335,48.8458,2.37097,,True,
86,ce4bgvp2rcd13ifvqcu0,levelo_inurba_marseille,levélo - Marseille,Marseille,Chutes Lavie - Guigou,43.31329,5.39684,20.0,False,
87,edfca9fe-0d84-4982-b86b-846f2aa452a9,bird-ajaccio,Bird Ajaccio,Ajaccio,"9 Bis Boulevard Albert 1er Plage Du Trottel, 20000, 20000 Ajaccio, France",41.9128,8.72576,,True,
88,paris_parking_ALBERT_ROUSSEL_zidQORA4HDR,pony_paris,Pony Paris,Paris,paris_parking_ALBERT_ROUSSEL_zidQORA4HDR,48.89186,2.3056,1.0,True,
89,c3c35209-0a19-4861-9947-ce3af234d208,dott-paris,Dott Paris,Paris,id_49375,48.8355,2.33042,,True,
90,paris_parking_MORLOT_zidLRYR0GVI,pony_paris,Pony Paris,Paris,paris_parking_MORLOT_zidLRYR0GVI,48.87701,2.33118,1.0,True,
91,8faf5e7c-623d-4582-a0aa-6e1c67062188,dott-bordeaux,Dott Bordeaux,Bordeaux,Pexotto,44.90106,-0.66951,,True,
92,1217,citiz_lille_arras,Citiz Lille Arras,Lille,PARKING G.DUPONT,50.61326,3.01821,2.0,False,
93,7b5c3db5-5912-4c4b-9aeb-43de810ad5a0,dott-paris,Dott Paris,Paris,id_31788,48.8486,2.39737,,True,
94,b0311592-00b4-46fb-a5a0-db63c5e12fec,dott-paris,Dott Paris,Paris,id_old450203G2006060985431,48.88364,2.3877,,True,
95,54585617-410c-4aa8-8d8e-502893c57398,dott-paris,Dott Paris,Paris,id_31794,48.84999,2.40243,,True,
96,5a395828-5e0a-4047-af1c-5593638526c8,dott-bordeaux,Dott Bordeaux,Bordeaux,Rue de Bussac,44.8874,-0.68403,,True,
97,cqocpipmrgc3lc0gde80,auray-quiberon,AQTA,Auray,Skatepark Auray,47.67079,-2.98858,10.0,False,
98,317,toulouse,VélÔToulouse,Toulouse,GAUSSEN - CROIX-BÉNITE,43.66202,1.43462,13.0,False,
99,0c393027-f3cb-4a14-9d88-9f1086fd8f66,voi_Marseille,Voi Marseille,Marseille,M12_50,43.30974,5.43769,5.0,True,
100,6007,lyon,Vélo'v,Lyon,MASSÉNA,45.76965,4.85237,27.0,False,
101,bourges_parking_Virtual_Musee_Ecole_militaire_2_zid13OTCYXN,pony_Bourges,Pony Bourges,Bourges,bourges_parking_Virtual_Musee_Ecole_militaire_2_zid13OTCYXN,47.06941,2.41455,,True,
102,8772888e-3a4f-46e9-a06c-f0ef24590324,dott-paris,Dott Paris,Paris,id_old863503G200509050483,48.86101,2.34504,,True,
103,3050,lyon,Vélo'v,Lyon,FRICHE RVI,45.74835,4.87596,20.0,False,
104,7369aa58-106f-42a6-a8f4-842047cd7248,dott-paris,Dott Paris,Paris,id_38045,48.88953,2.31314,,True,
105,2fb53026-0380-498a-b535-bd35b71672bc,dott-paris,Dott Paris,Paris,id_52884,48.8607,2.41009,,True,
106,337,toulouse,VélÔToulouse,Toulouse,CHIRAC - HEREDIA,43.61256,1.46754,13.0,False,
107,7755db2a-b37d-480c-aa76-49f87f8b14a8,dott-paris,Dott Paris,Paris,id_45000,48.88463,2.38736,,True,
108,e30e56ba-094a-4bb7-9912-0e267c8e7590,dott-bordeaux,Dott Bordeaux,Bordeaux,Tauzia,44.82913,-0.55889,,True,
109,3_Av__des_Frères_Voisin,pony_Bourges,Pony Bourges,Bourges,3_Av__des_Frères_Voisin,47.07017,2.38164,,True,
110,318,v_lille,V'lille,Lille,Hellu - Épine,50.61946,3.09978,14.0,False,
111,ctbhn6vaok6uht7ctbp0,twisto_velolib_caen,Twisto Vélolib,Caen,Gare nord,49.17706,-0.34929,30.0,False,
112,dcd44101-1ec2-49bb-bdad-7e135731c850,dott-paris,Dott Paris,Paris,id_27683,48.83591,2.32813,,True,
113,bordeaux_parking_Marquage_772750_zid5IHBSU7H,pony_bordeaux,Pony Bordeaux,Bordeaux,bordeaux_parking_Marquage_772750_zid5IHBSU7H,44.78045,-0.56922,,True,
114,1063044618,Paris,Vélib' Metropole,Paris,Bas - Gabriel Péri,48.91586,2.29481,30.0,False,
115,551,citiz_grand_poitiers,Citiz Grand Poitiers,Poitiers,PONT-NEUF,46.57264,0.35926,2.0,False,
116,0ccf3a57-8646-4b04-8003-745b3d04a458,dott-paris,Dott Paris,Paris,id_old275606D200509051110,48.82858,2.37288,,True,
117,4b659396-3b25-455c-9b53-3dd0d5cb1254,dott-bordeaux,Dott Bordeaux,Bordeaux,ARCEAU_VELO,44.84377,-0.56436,,True,
118,bd04df94-889f-4ef4-b396-50abb85d2308,dott-lyon,Dott Lyon,Lyon,av mutualisés lyon 7,45.72731,4.83104,,True,
119,192,v_lille,V'lille,Lille,Le Stadium,50.63128,3.13504,14.0,False,
120,1057748427,Paris,Vélib' Metropole,Paris,Rottembourg - Général Michel Bizot,48.83788,2.40441,43.0,False,
121,stn_8eDZvCMzEhapPKnGezzx3V,zebullo,Zebullo,Reims,TINQUEUX BOUCICAUT,49.25185,3.98258,4.0,True,
122,10,CVelo_FR_Clermont-Ferrand,C-Vélo,Clermont-Ferrand,10 - Ballainvilliers,45.77575,3.08597,24.0,False,
123,1d1787df-8166-482b-8253-8b7c7d80a054,dott-paris,Dott Paris,Paris,id_35880,48.87705,2.3516,,True,
124,184,toulouse,VélÔToulouse,Toulouse,MICHOUN - HYÈRES,43.62724,1.46929,20.0,False,
125,0060bbb8-5350-4998-9cfb-ba1e314c1edf,voi_Grenoble,Voi Grenoble,Grenoble,MEY006,45.20957,5.77522,8.0,True,
126,f72dd236-e7f7-4fe8-9b71-e9f5db893ad8,bird-vichy,Bird Vichy,Vichy,"11 Pl. Louis Lasteyras, 03200 Vichy, France",46.12662,3.42781,,True,
127,55d2c5cc-01b9-45b8-b3a6-04440261ea61,bird-bordeaux,Bird Bordeaux,Bordeaux,"96 Rue Lucien Faure, 33300 Bordeaux, France",44.86427,-0.5588,,True,
128,basque_country_parking_71957_zidYDDB4WOL,pony_Basque_Country,Pony Basque Country,Basque Country,basque_country_parking_71957_zidYDDB4WOL,43.48572,-1.51399,,True,
129,18023659071,Paris,Vélib' Metropole,Paris,Place Farhat Hached,48.82549,2.38163,28.0,False,
130,bordeaux_parking_Marquage_973131_zidDL01DC64,pony_bordeaux,Pony Bordeaux,Bordeaux,bordeaux_parking_Marquage_973131_zidDL01DC64,44.88379,-0.61724,,True,
131,ctbhn6o1snvdkble5qug,twisto_velolib_caen,Twisto Vélolib,Caen,Fleury-sur-Orne Bourg,49.14877,-0.37487,10.0,False,
132,50003,cergy,VélO2,Cergy-Pontoise,CER03 - LES ESSARTS (CB),49.04232,2.01958,24.0,False,
133,1817,citiz_alpes_loire,Citiz Alpes Loire,Grenoble,Chamrousse (6),45.17948,5.72528,1.0,False,
134,3171542f-617d-4ce9-9e49-30b001de70a8,dott-bordeaux,Dott Bordeaux,Bordeaux,ARCEAU_VELO,44.82752,-0.58215,,True,
135,210387163,Paris,Vélib' Metropole,Paris,Saint-Denis - Réaumur,48.86611,2.35078,32.0,False,
136,chf7r043casf4nvmd3h0,velivert_saint_etienne,Vélivert,Saint-Étienne,Saint-Jean-de-Bonnefonds Mairie,45.44921,4.44486,10.0,False,
137,e8621f0c-85f9-40ce-a355-2858b14be6c0,dott-bordeaux,Dott Bordeaux,Bordeaux,ARCEAU_VELO,44.85699,-0.55997,,True,
138,17083,donkey_valenciennes,Donkey Republic Valenciennes,Valenciennes,Musée B,50.35724,3.53123,8.0,False,
139,20129,donkey_brest,Donkey Republic Brest,Brest,Espace Jaurès,48.39328,-4.48104,3.0,False,
140,a26c5b0e-25c1-4539-83a4-106baebadba4,dott-paris,Dott Paris,Paris,id_57305,48.85011,2.27727,,True,
141,1063053136,Paris,Vélib' Metropole,Paris,Square Victor Basch,48.9143,2.22892,20.0,False,
142,la_roche_sur_yon_parking_Rdpt_Charles_Sorin_zidSFAOV0Z5,pony_La_Roche_Sur_Yon,Pony La Roche-sur-Yon,La Roche-sur-Yon,la_roche_sur_yon_parking_Rdpt_Charles_Sorin_zidSFAOV0Z5,46.6898,-1.43821,,True,
143,1526,citiz_la_rochelle,Citiz La Rochelle,La Rochelle,MARCHE DE PORT NEUF,46.15939,-1.18002,2.0,False,
144,39,toulouse,VélÔToulouse,Toulouse,PLACE DE DAMLOUP,43.60586,1.4528,19.0,False,
145,8d02c19a-c80a-46a8-83e8-2ad5f00ddef4,dott-bordeaux,Dott Bordeaux,Bordeaux,Rue Volta,44.85369,-0.67619,,True,
146,5e24a1ba-27f5-422b-a845-78729f576299,voi_Marseille,Voi Marseille,Marseille,T05_04,43.28653,5.39295,5.0,True,
147,208,v_lille,V'lille,Lille,De Fourmies,50.67544,3.182,12.0,False,
148,limoges_parking_130_Av__Montjovis_zidJ3MUDRV8,pony_Limoges,Pony Limoges,Limoges,limoges_parking_130_Av__Montjovis_zidJ3MUDRV8,45.8434,1.24573,,True,
149,a2a2c193-f451-4db0-9f22-1d58fa533a19,voi_Marseille,Voi Marseille,Marseille,M05_08,43.29581,5.39072,5.0,True,
150,307ea13c-bcf5-4caa-b782-5e226613485c,dott-paris,Dott Paris,Paris,id_52813,48.87656,2.35755,,True,
151,cka2u5d9c51sanpn6hn0,vivelo,Vivélo,Vichy,Vichy Gare SNCF,46.12637,3.43031,10.0,False,
152,207633746,Paris,Vélib' Metropole,Paris,Grande Armée - Brunel,48.87612,2.28812,62.0,False,
153,158,velo-tbm-bordeaux,Le Vélo par TBM,Bordeaux,Lewis Brown,44.86321,-0.56118,19.0,False,
154,54000605,Paris,Vélib' Metropole,Paris,Mairie du 18ème,48.89294,2.34455,40.0,False,
155,1008,citiz_alpes_loire,Citiz Alpes Loire,Grenoble,Parking Sirand,45.29578,5.63764,2.0,False,
156,f0e07352-5f20-4d4d-bbe8-0d9774b5b863,voi_SQY,Voi Saint-Quentin-en-Yvelines,Saint-Quentin-en-Yvelines,Clayes_009,48.82461,1.99245,5.0,True,
157,ciaq8s0k59geca2m8bog,velo-modalis,VéloModalis - TERRA,Royan,Cognac Le Castel,45.67451,-0.31143,10.0,False,
158,9377a474-4903-4462-80a2-0a55dd2be91c,voi_Marseille,Voi Marseille,Marseille,M09_13,43.27166,5.40985,5.0,True,
159,8f76ab8f-7eb1-4f2e-aede-dadbb2de505c,dott-bordeaux,Dott Bordeaux,Bordeaux,ARCEAU_VELO,44.84846,-0.56375,,True,
160,82337423,Paris,Vélib' Metropole,Paris,Varenne,48.8572,2.31528,47.0,False,
161,1002,lyon,Vélo'v,Lyon,OPÉRA,45.76761,4.83662,41.0,False,
162,083a2441-fe21-491c-abce-68e68e912e9e,voi_Marseille,Voi Marseille,Marseille,M04_31,43.30088,5.3961,5.0,True,
163,4ac2601e-9177-4e8f-89a1-59c95f540a60,dott-paris,Dott Paris,Paris,id_24746,48.89919,2.33422,,True,
164,213,v_lille,V'lille,Lille,Lannoy,50.68859,3.18203,18.0,False,
165,f72f3bca-4192-4055-886f-7272d3017400,dott-paris,Dott Paris,Paris,id_31248,48.85652,2.40524,,True,
166,351,aupa,Citiz AUPA,Bayonne,Jean Monnet,43.4805,-1.5165,1.0,False,
167,cirqbn4g3q5td18hqnfg,velozef,VéloZef,Brest,Université Est,48.40056,-4.49866,10.0,False,
168,stn_XxGCY8422RGxZZ5Qzy9pZb,ogalo,Ogalo Cyclette,Saumur,Offard,47.26012,-0.06567,8.0,False,
169,1506,citiz_la_rochelle,Citiz La Rochelle,La Rochelle,VERDUN,46.16292,-1.15442,2.0,False,
170,13,velo-tbm-bordeaux,Le Vélo par TBM,Bordeaux,Barrière Saint-Médard,44.84837,-0.5981,20.0,False,
171,st_d18jddmrumbh8rh03ss0,Optymo_FR_Belfort,Optymo Belfort,Belfort,Valdoie Mairie,47.66525,6.84141,10.0,False,
172,stn_EvBPTc3ZfAxrmkeKJygest,velocite,Vélo'Cité,Laon,Cité Etudiante,49.55922,3.61274,7.0,False,
173,78,citiz_grand_est,Citiz Grand Est,Strasbourg,Turenne (Contades),48.58935,7.75666,5.0,False,
174,stn_5BXybgcYEno8qHUwyxiuZR,tlpmobilites,TLP Mobilites,Tarbes,PISCINE / ROBERT HOSSEIN,43.1024,-0.04275,12.0,False,
175,6515,Paris,Vélib' Metropole,Paris,Rougemont - Poissonnière,48.87161,2.34587,44.0,False,
176,309,toulouse,VélÔToulouse,Toulouse,RTE DE BLAGNAC - ROQUES,43.62204,1.40574,13.0,False,
177,080a6135-0ecb-4790-9a94-a52131155540,dott-paris,Dott Paris,Paris,id_old013103G200509050029,48.87033,2.36204,,True,
178,501ef18f-390d-40e8-9d51-73bbca204059,bird-bordeaux,Bird Bordeaux,Bordeaux,"2 Quai Hubert Prom, 33300 Bordeaux, France",44.86835,-0.55534,,True,
179,stn_EpfsDgRjKArscpt6ZzpNCt,capcotentin,CapCotentin,Cherbourg-en-Cotentin,Octroi,49.63899,-1.60643,12.0,False,
180,57e616ae-4a00-49e8-b6e2-dfa90aabb6c2,voi_Grenoble,Voi Grenoble,Grenoble,ECH058,45.15701,5.71523,8.0,True,
181,629cfdde-2c45-4b7c-a246-d1f76af6485c,dott-paris,Dott Paris,Paris,id_old574403D200509052996,48.86502,2.29014,,True,
182,58a52007-a32e-4359-9577-164adbb2e718,dott-lyon,Dott Lyon,Lyon,AV 9 - avenue du plateau,45.78452,4.79492,,True,
183,d0664f4d-6250-44c6-9936-43154adf6204,dott-paris,Dott Paris,Paris,id_46375,48.88145,2.32463,,True,
184,925af14f-2093-4c28-8653-98aa5a6411d0,dott-paris,Dott Paris,Paris,id_50392,48.86985,2.39762,,True,
185,1276,citiz_occitanie,Citiz Occitanie,Toulouse,Rangueil,43.57491,1.46146,2.0,False,
186,chf7r343casf4nvmd4gg,velivert_saint_etienne,Vélivert,Saint-Étienne,Abattoir,45.39683,4.29093,10.0,False,
187,77fcd1a8-f3f3-46de-836a-8ba20743def2,bird-bordeaux,Bird Bordeaux,Bordeaux,"2 Pl. Ravezies, 33300 Bordeaux, France",44.86557,-0.57607,,True,
188,ch8cin5lc8te4d3h849g,auxrmlevelo,AuxR_M le vélo,Auxerre,Vallan,47.74347,3.53738,10.0,False,
189,lorient_parking_11063281147_zidHNLLZWNJ,pony_Lorient,Pony Lorient,Lorient,lorient_parking_11063281147_zidHNLLZWNJ,47.75003,-3.36678,,True,
190,stn_3U9PmyTspay9j8zejfY3yK,tanlib,Vélo Tanlib,Niort,PREVERT,46.3429,-0.39718,10.0,False,
191,377,citiz_metropole_lyon,Citiz Métropole Lyon,Lyon,Villeurbanne - Charpennes,45.77081,4.86436,3.0,False,
192,d86821ca-59cc-42cc-8a80-39056ee99e4c,dott-paris,Dott Paris,Paris,id_old547317D20130620131905,48.8921,2.3264,,True,
193,70e7ab02-e2b9-481d-89bb-c326dcbb0ba0,dott-bordeaux,Dott Bordeaux,Bordeaux,ARCEAU_VELO,44.82722,-0.58848,,True,
194,bordeaux_parking_Arceau_12289_zidS8BAAOQ7,pony_bordeaux,Pony Bordeaux,Bordeaux,bordeaux_parking_Arceau_12289_zidS8BAAOQ7,44.86466,-0.56582,,True,
195,66491373,Paris,Vélib' Metropole,Paris,Pierre Joseph Desault,48.8211,2.37878,19.0,False,
196,9a17b264-5487-4f20-acbd-94da1a4686e8,dott-paris,Dott Paris,Paris,id_37788,48.85895,2.34752,,True,
197,353462947,Paris,Vélib' Metropole,Paris,Richard Wallace - Place du 8 Mai 1945,48.87867,2.24203,30.0,False,
198,5009,lyon,Vélo'v,Lyon,PLACE ENNEMOND FOUSSERET,45.7647,4.82897,16.0,False,
199,108,v_lille,V'lille,Lille,General de Gaulle,50.64527,3.10052,20.0,False,
200,521000e8-1dc7-4828-bace-13a1e20e9440,dott-paris,Dott Paris,Paris,id_43703,48.84004,2.29749,,True,
201,1403,citiz_provence,Citiz Provence,Marseille,Allées de l'Oulle (ex Oratoire),43.94929,4.80069,2.0,False,
