row_id,station_id,system_id,system_name,city,station_name,lat,lon,capacity,is_virtual_station_hint,label
489,paris_parking_DOCTEUR_BLANCHE_zidWR66VUJJ,pony_paris,Pony Paris,Paris,paris_parking_DOCTEUR_BLANCHE_zidWR66VUJJ,48.85407,2.2655,1.0,True,
490,1790,citiz_grand_est,Citiz Grand Est,Strasbourg,Porte St Nicolas - Ouverture prochaine,48.68562,6.18587,1.0,False,
491,30550,Paris,Vélib' Metropole,Paris,Mairie du 9ème,48.87327,2.34075,24.0,False,
492,1611,citiz_bfc,Citiz BFC,Besançon,Les Oiseaux,47.2542,6.03542,2.0,False,
493,653190196,Paris,Vélib' Metropole,Paris,LCL Campus - Place Oscar Niemeyer,48.80534,2.36398,37.0,False,
494,1c151695-8a53-45e3-8471-90bfc7b3d5cd,bird-montlucon,Bird Montlucon,Montluçon,"18 Rue des Chaufourniers, 03100 Montluçon, France",46.34435,2.58813,,True,
495,201,velo-tbm-bordeaux,Le Vélo par TBM,Bordeaux,Hôpital Suburbain,44.86736,-0.6177,18.0,False,
496,102328355,Paris,Vélib' Metropole,Paris,Place Denfert-Rochereau,48.84325,2.24599,20.0,False,
497,2f310b26-6247-49d8-80dd-8de8f6509da3,bird-bordeaux,Bird Bordeaux,Bordeaux,"19 Pl. Gambetta, 33000 Bordeaux, France",44.84061,-0.58104,,True,
498,perpignan_parking_Place_Gabriel_Peri_zid21R4RQR9,pony_Perpignan,Pony Perpignan,Perpignan,perpignan_parking_Place_Gabriel_Peri_zid21R4RQR9,42.69859,2.89157,,True,
499,e2a17563-7874-495e-8c78-c4de6e84b134,dott-paris,Dott Paris,Paris,id_old336403G20081021150959,48.82659,2.34794,,True,
500,54000587,Paris,Vélib' Metropole,Paris,Mairie du 14ème,48.83255,2.32549,32.0,False,
