hour,station,inflow,outflow,net_flow
0,005 Corum,0.6951219512195121,1.0989159891598916,-0.4037940379403795
0,048 H̫tel du D̩partement,0.1002710027100271,0.09349593495934959,0.006775067750677516
0,057 Saint-Guilhem - Courreau,0.3130081300813008,0.5623306233062331,-0.24932249322493227
0,003 Esplanade,0.3170731707317073,0.8468834688346883,-0.5298102981029811
0,010 Rondelet,0.3008130081300813,0.2791327913279133,0.02168021680216803
0,036 Occitanie,1.2398373983739837,1.1788617886178863,0.06097560975609739
0,098 AtelierTAM,0.006775067750677507,0.0,0.006775067750677507
0,042 Marie Caizergues,0.28319783197831977,0.20325203252032523,0.07994579945799454
0,037 FacdesSciences,1.2439024390243902,0.8306233062330624,0.4132791327913279
0,035 Malbosc,0.12195121951219513,0.1856368563685637,-0.06368563685636856
0,015 Les Aubes,0.21273712737127373,0.06910569105691057,0.14363143631436315
0,046 P̬re Soulas,0.6666666666666667,0.3170731707317073,0.3495934959349594
0,040 Jeu de Mail des Abb̩s,0.2588075880758808,0.1002710027100271,0.1585365853658537
0,054 Providence - Ovalie,0.11382113821138212,0.044715447154471545,0.06910569105691058
0,032 Pr̩s d'Ar̬nes,0.32926829268292684,0.07588075880758807,0.25338753387533874
0,016 Antigone centre,0.7845528455284553,0.4024390243902439,0.38211382113821135
0,045 Jardin de la Lironde,0.12466124661246612,0.10569105691056911,0.01897018970189701
0,059 Sud De France,0.009485094850948509,0.013550135501355014,-0.004065040650406505
0,056 Albert 1er - Cath̩drale,0.15582655826558267,0.4105691056910569,-0.25474254742547425
0,033 Garcia Lorca,0.26558265582655827,0.14769647696476965,0.11788617886178862
0,022 Clemenceau,0.16802168021680217,0.11788617886178862,0.050135501355013545
0,014 Beaux-Arts,0.1951219512195122,0.0948509485094851,0.1002710027100271
0,017 M̩diath̬que Emile Zola,1.1395663956639566,0.470189701897019,0.6693766937669376
0,021 Port Marianne,0.5989159891598915,0.46341463414634143,0.1355013550135501
0,004 H̫tel de Ville,0.5840108401084011,0.22493224932249323,0.35907859078590787
0,039 Aiguelongue,0.41463414634146345,0.15989159891598917,0.2547425474254743
0,018 Nombre d'Or,0.4850948509485095,0.486449864498645,-0.0013550135501355087
0,029 Richter,0.44037940379403795,0.14634146341463414,0.2940379403794038
0,055 P̩rols Etang de l'Or,0.14363143631436315,0.21002710027100271,-0.06639566395663957
0,047 Place Viala,0.6666666666666666,0.20325203252032523,0.46341463414634143
0,002 Com̩die,0.8373983739837398,2.0094850948509486,-1.1720867208672088
0,011 Plan Cabanes,0.6355013550135501,0.6178861788617886,0.017615176151761447
0,019 Louis Blanc,0.7479674796747967,1.3021680216802167,-0.55420054200542
0,028 Saint-Denis,0.2710027100271003,0.3428184281842818,-0.07181571815718152
0,001 Rue Jules Ferry - Gare Saint-Roch,0.516260162601626,0.9498644986449865,-0.43360433604336046
0,012 Boutonnet,1.6544715447154472,1.613821138211382,0.04065040650406515
0,038 Fac de Lettres,0.7235772357723578,0.3346883468834688,0.38888888888888895
0,030 Charles Flahault,0.33062330623306235,0.21680216802168023,0.11382113821138212
0,006 Place Albert 1er - St Charles,1.0853658536585364,1.2533875338753386,-0.1680216802168022
0,020 Gambetta,0.2127371273712737,0.15040650406504066,0.06233062330623304
0,043 Sabines,0.23712737127371275,0.3089430894308943,-0.07181571815718157
0,060 Comedie Baudin,0.0907859078590786,0.2140921409214092,-0.12330623306233061
0,027 Odysseum,0.0975609756097561,0.15718157181571815,-0.05962059620596205
0,031 Voltaire,0.3970189701897019,0.23848238482384826,0.15853658536585363
0,058 Perols etang or,0.0,0.0013550135501355014,-0.0013550135501355014
