departure_station,arrival_station,count,avg_count
001 Rue Jules Ferry - Gare Saint-Roch,001 Rue Jules Ferry - Gare Saint-Roch,138,0.18699186991869918
001 Rue Jules Ferry - Gare Saint-Roch,002 Com̩die,21,0.028455284552845527
001 Rue Jules Ferry - Gare Saint-Roch,003 Esplanade,8,0.01084010840108401
001 Rue Jules Ferry - Gare Saint-Roch,004 H̫tel de Ville,19,0.025745257452574527
001 Rue Jules Ferry - Gare Saint-Roch,005 Corum,13,0.017615176151761516
001 Rue Jules Ferry - Gare Saint-Roch,006 Place Albert 1er - St Charles,8,0.01084010840108401
001 Rue Jules Ferry - Gare Saint-Roch,007 Foch,6,0.008130081300813009
001 Rue Jules Ferry - Gare Saint-Roch,008 Halles Castellane,7,0.009485094850948509
001 Rue Jules Ferry - Gare Saint-Roch,009 Observatoire,15,0.02032520325203252
001 Rue Jules Ferry - Gare Saint-Roch,010 Rondelet,13,0.017615176151761516
001 Rue Jules Ferry - Gare Saint-Roch,011 Plan Cabanes,43,0.058265582655826556
001 Rue Jules Ferry - Gare Saint-Roch,012 Boutonnet,19,0.025745257452574527
001 Rue Jules Ferry - Gare Saint-Roch,013 Emile Combes,5,0.006775067750677507
001 Rue Jules Ferry - Gare Saint-Roch,014 Beaux-Arts,7,0.009485094850948509
001 Rue Jules Ferry - Gare Saint-Roch,015 Les Aubes,7,0.009485094850948509
001 Rue Jules Ferry - Gare Saint-Roch,016 Antigone centre,27,0.036585365853658534
001 Rue Jules Ferry - Gare Saint-Roch,017 M̩diath̬que Emile Zola,43,0.058265582655826556
001 Rue Jules Ferry - Gare Saint-Roch,018 Nombre d'Or,18,0.024390243902439025
001 Rue Jules Ferry - Gare Saint-Roch,019 Louis Blanc,11,0.014905149051490514
001 Rue Jules Ferry - Gare Saint-Roch,020 Gambetta,10,0.013550135501355014
001 Rue Jules Ferry - Gare Saint-Roch,021 Port Marianne,45,0.06097560975609756
001 Rue Jules Ferry - Gare Saint-Roch,022 Clemenceau,8,0.01084010840108401
001 Rue Jules Ferry - Gare Saint-Roch,023 Les Arceaux,9,0.012195121951219513
001 Rue Jules Ferry - Gare Saint-Roch,024 Cit̩ Mion,3,0.0040650406504065045
001 Rue Jules Ferry - Gare Saint-Roch,025 Nouveau Saint-Roch,7,0.009485094850948509
001 Rue Jules Ferry - Gare Saint-Roch,026 Renouvier,16,0.02168021680216802
001 Rue Jules Ferry - Gare Saint-Roch,027 Odysseum,13,0.017615176151761516
001 Rue Jules Ferry - Gare Saint-Roch,028 Saint-Denis,6,0.008130081300813009
001 Rue Jules Ferry - Gare Saint-Roch,029 Richter,34,0.04607046070460705
001 Rue Jules Ferry - Gare Saint-Roch,030 Charles Flahault,6,0.008130081300813009
001 Rue Jules Ferry - Gare Saint-Roch,031 Voltaire,33,0.044715447154471545
001 Rue Jules Ferry - Gare Saint-Roch,032 Pr̩s d'Ar̬nes,5,0.006775067750677507
001 Rue Jules Ferry - Gare Saint-Roch,033 Garcia Lorca,3,0.0040650406504065045
001 Rue Jules Ferry - Gare Saint-Roch,036 Occitanie,9,0.012195121951219513
001 Rue Jules Ferry - Gare Saint-Roch,037 FacdesSciences,5,0.006775067750677507
001 Rue Jules Ferry - Gare Saint-Roch,038 Fac de Lettres,5,0.006775067750677507
001 Rue Jules Ferry - Gare Saint-Roch,039 Aiguelongue,3,0.0040650406504065045
001 Rue Jules Ferry - Gare Saint-Roch,040 Jeu de Mail des Abb̩s,3,0.0040650406504065045
001 Rue Jules Ferry - Gare Saint-Roch,041 Eurom̩decine,1,0.0013550135501355014
001 Rue Jules Ferry - Gare Saint-Roch,042 Marie Caizergues,8,0.01084010840108401
001 Rue Jules Ferry - Gare Saint-Roch,043 Sabines,4,0.005420054200542005
001 Rue Jules Ferry - Gare Saint-Roch,044 Celleneuve,4,0.005420054200542005
001 Rue Jules Ferry - Gare Saint-Roch,045 Jardin de la Lironde,10,0.013550135501355014
001 Rue Jules Ferry - Gare Saint-Roch,046 P̬re Soulas,10,0.013550135501355014
001 Rue Jules Ferry - Gare Saint-Roch,047 Place Viala,31,0.04200542005420054
001 Rue Jules Ferry - Gare Saint-Roch,048 H̫tel du D̩partement,3,0.0040650406504065045
001 Rue Jules Ferry - Gare Saint-Roch,049 Tonnelles,2,0.0027100271002710027
001 Rue Jules Ferry - Gare Saint-Roch,050 Parvis Jules Ferry - Gare Saint-Roch,8,0.01084010840108401
001 Rue Jules Ferry - Gare Saint-Roch,051 Pont de Lattes - Gare Saint-Roch,20,0.02710027100271003
001 Rue Jules Ferry - Gare Saint-Roch,053 Deux Ponts - Gare Saint-Roch,5,0.006775067750677507
