numero,nom,type,population_2009,surface_km2,revenu_fiscal_moyen_menage,nb_allocataires_rsa,pct_proprietaires,pct_locataires,pct_logements_sociaux,csp_agriculteurs_exploitants_nb,csp_agriculteurs_exploitants_pct,csp_artisans_nb,csp_artisans_pct,csp_cadres_nb,csp_cadres_pct,csp_employ_nb,csp_employ_pct,csp_ouvriers_nb,csp_ouvriers_pct,csp_retrait_nb,csp_retrait_pct,diplome_cep_nb,diplome_cep_pct,diplome_bepc_nb,diplome_bepc_pct,diplome_dipl_nb,diplome_dipl_pct
07,Alco,sous-quartier,,2.12,22589.0,1554.0,0.26901615917610944,0.7309838408238906,0.19997554967070647,12.140777,0.0007006174338907784,393.60491400000006,0.022714070509118202,1533.499237,0.08849485500807787,2893.7890249999996,0.16699417516002454,2130.100167,0.12292337738629568,2923.332921,0.16869908816539944,0.05349094739419594,0.047697143664528874,0.06345055491281651,0.05966656479528824,,
08,Cévennes,sous-quartier,,1.76,30759.0,358.0,0.4761112569114293,0.5238887430885707,0.058579822554632004,5.395991,0.0007113321426542341,204.055141,0.026899781831945576,986.195682,0.13000627457559022,1246.565825,0.164329840293802,543.404221,0.07163482831073753,1800.9602129999998,0.23741345883421888,0.07020650951323051,0.06042985859914851,0.056926498521728076,0.0540413622510782,,
09,Martelle,sous-quartier,7142.055199,3.18,39332.0,396.0,0.6918146349500054,0.3081853650499946,0.09020291625104555,1.145584,0.00019381155291179911,165.232946,0.02795434804994784,818.674272,0.1385044937649763,994.649233,0.16827619140129393,391.438783,0.0662241777147156,1421.738358,0.24053174537899571,0.05508695101239312,0.0503561830122387,0.08480934934657969,0.07619040201857,,
10,Chamberte,sous-quartier,6049.611937,1.2,31491.0,336.0,0.4775600393265816,0.5224399606734184,0.18665775573595145,0.0,0.0,143.23049,0.02837935785007321,448.913364,0.0889466551474911,907.672181,0.17984406556980587,504.794578,0.10001882957908399,1231.7777740000001,0.24406159777930392,0.06624415086094435,0.06699065874952392,0.09470031943917766,0.07921997047088915,,
11,Estanove,sous-quartier,7764.658856,1.43,32241.0,309.0,0.5220799697460176,0.47792003025398233,0.09029063321533473,0.991093,0.00015231533187512122,183.08936599999998,0.028137942196237418,739.2469249999999,0.11361057006662122,1149.092194,0.17659731113449614,490.335684,0.07535684586479227,1787.41676,0.2746977094970441,0.06900713392928032,0.06216919886816333,0.08811583365996836,0.07552772961501945,,
12,Lemasson,sous-quartier,,1.22,26252.0,539.0,0.48068624697971196,0.5193137530202879,0.16338772561809903,10.355339,0.001162364787212802,205.643326,0.023083026144071463,568.8395009999999,0.06385102462972012,1632.551646,0.1832504514450661,786.416933,0.08827362880028257,2819.071551,0.3164347882300887,0.13153964246067396,0.12218179245446265,0.10114769714278408,0.08698606179119159,,
13,Croix d'Argent,sous-quartier,,3.69,27567.0,502.0,0.33434367698185136,0.6656563230181486,0.4201879771092939,6.959003,0.0009272215835865848,194.34041,0.025894028600801887,652.032823,0.08687723035792502,1642.256473,0.21881520205557883,834.840829,0.11123467478144745,1369.496001,0.18247243904948957,0.0787273319788457,0.07781737494322787,0.09659108047145507,0.08328057915770112,,
14,Pas du Loup,sous-quartier,6473.47468,1.57,31749.0,609.0,0.2674503159831403,0.7325496840168597,0.5453806807896135,5.488233999999999,0.0011142312266065903,166.373735,0.03377749761110219,293.072597,0.05950013050465577,1144.1799,0.23229347973056652,577.734983,0.11729280470942524,709.3413370000001,0.14401176553482758,0.05587333772544718,0.05255430158553799,0.0740566917350988,0.07123704032624707,,
15,Saint Martin,sous-quartier,,0.86,28235.0,334.0,0.47707620401496703,0.5229237959850329,0.12031896892307581,11.856323,0.0022200756520539254,150.70174500000002,0.028218636991969553,312.661077,0.05854523737187807,847.9360300000001,0.15877453192716384,525.110271,0.09832597570853446,1647.634359,0.30851663908813687,0.06513097025222293,0.07307283005855052,0.10029333684994526,0.07738832062512437,,
16,Aiguerelles,sous-quartier,,1.6,31986.0,424.0,0.5175338717457398,0.48246612825426016,0.11666520977990832,3.966148,0.0006230954043422614,197.193277,0.030979737686513603,623.3565759999999,0.09793144828990939,1309.5031199999999,0.20572741512516748,513.865066,0.08072995790289036,1638.0815539999999,0.2573482099596964,0.07121247415230186,0.07442111321980296,0.10424470516892866,0.08726086011874577,,
17,Près d'Arènes,sous-quartier,,1.56,19686.0,364.0,0.10741399160565114,0.8925860083943488,0.6964643601682968,0.0,0.0,53.363646,0.02461363107005036,69.444159,0.032030662027776685,692.318084,0.3193271670886231,342.57302799999997,0.15800955815016896,215.946618,0.0996039585877827,0.04914669545237397,0.04980326778315281,0.08034919542910018,0.07552582160711231,,
18,Port Marianne,sous-quartier,,57.26,24823.0,704.0,0.22705697132365496,0.7729430286763449,0.12934136240894298,18.222297,0.002084308819457725,262.16114799999997,0.029986603384609633,1124.848174,0.1286627569301015,1643.2060350000002,0.18795373771685644,602.501173,0.06891548900874159,1180.7885380000002,0.1350613461995485,0.04713412860052371,0.03915295551492992,0.06255455338958393,0.05012187690432663,,
19,Millénaire-Grammont,sous-quartier,,4.01,30669.0,310.0,0.3197030595958679,0.6802969404041321,0.24554595292206022,0.0,0.0,93.844077,0.028324314168187693,457.123396,0.13797041961351353,691.2541630000001,0.20863650332326916,293.837854,0.08868706430137371,455.521055,0.13748679601850955,0.04682488774855677,0.032955715756951595,0.04810776138550353,0.0542396155166495,,
20,Gares,sous-quartier,,0.56,24781.0,726.0,0.28299404359634206,0.717005956403658,0.05129542923118404,7.553741,0.001062845340874144,189.251471,0.026628533359288886,890.785672,0.12533755144671274,1089.067648,0.15323671748522516,529.253987,0.07446841693698723,1157.827518,0.1629115405257043,0.0608623450103377,0.04178032674114665,0.06824516785581403,0.0579039885271846,,
21,Pompignane,sous-quartier,,2.46,31362.0,193.0,0.4308667887198052,0.5691332112801948,0.42771421832916195,3.8122,0.001192364043614381,78.497403,0.02455209088041227,317.140222,0.0991937981996439,595.9820139999999,0.18640877292232375,348.86114899999995,0.10911533767420362,906.188811,0.2834339633183117,0.12103929024081116,0.09932838458819371,0.10012674271229405,0.09013785790031813,,
22,Aubes,sous-quartier,,0.83,29590.0,201.0,0.5868060789232035,0.4131939210767965,0.09892544183136152,4.436949,0.0011841879637591217,135.100662,0.036057339815330165,423.14764900000006,0.11293489125945996,530.618655,0.14161808589574817,204.103549,0.0544736858788145,1100.0066390000002,0.2935834110238647,0.10018890842756191,0.08631425097822389,0.08181714833531614,0.08228705886693827,,
23,Boutonnet,sous-quartier,,,32469.0,567.0,0.34,0.66,0.16,7.99236,0.0006947172308258606,238.956997,0.020770778999232204,1815.640977,0.15782035240096795,1321.6355,0.11488007981636861,451.94500800000003,0.03928426452804071,2107.247536,0.18316757164023367,,,,,,
24,Beaux Arts,sous-quartier,,1.19,29787.0,483.0,0.3247497423776085,0.6752502576223915,0.09566901587768742,8.208715,0.0010085126093017387,214.476822,0.026350358051164473,1391.9467260000001,0.1710128594606187,1093.835914,0.1343873324602075,488.486657,0.06001486871698597,1640.6092789999998,0.20156323429537196,0.07720458978060024,0.06908644996840908,0.07909483574342065,0.058336767853242176,,
25,Centre Historique,sous-quartier,9033.0,0.65,26959.568331692913,623.0,0.1896535565966572,0.8103464434033427,0.015989952635338867,7.237774,0.0008730432907117592,233.094677,0.028116620366354986,1315.315458,0.15865752865126276,1125.382472,0.13574720855669356,585.242659,0.07059382855533483,787.3357030000001,0.09497093347235992,0.042192454573079394,0.028239264823027608,0.042108294007750555,0.04155017399476222,,
26,Gambetta,sous-quartier,,,26505.0,717.0,0.2966216337371385,0.7033783662628617,0.015148776504832066,0.0,0.0,301.910167,0.039491730184406264,1135.203727,0.14849171770693098,1034.821003,0.1353610322094011,625.7293549999999,0.08184929676820907,1251.895699,0.16375575441924972,,,,,,
27,Antigone,sous-quartier,,0.96,29978.0,308.0,0.3719151761327814,0.6280848238672185,0.10123102364227919,0.0,0.0,152.806557,0.022380561988442016,742.734268,0.10878335754868232,936.730905,0.137196757111947,361.806422,0.05299138475705208,1683.85722,0.2466233886278561,0.07567354716093509,0.05259240874096576,0.07907013675996072,0.06596611482482995,,
28,Figuerolles,sous-quartier,,,24289.0,672.0,0.38262828937753507,0.6173717106224649,0.20376494356887412,1.097218,0.00019417286444177434,164.31217800000002,0.02907805583295817,532.420729,0.09422162053311893,872.642518,0.15443011083826788,499.000751,0.0883073420052046,1184.558996,0.2096294568204243,,,,,,
29,Arceaux,sous-quartier,4545.0,0.58,35904.0,241.0,0.43334754142635784,0.5666524585736422,0.014580093611066956,16.60634,0.004329383715906351,78.95708300000001,0.020584638722058336,646.678583,0.16859342435874453,448.106542,0.11682436743592538,277.580617,0.07236712021378808,848.191986,0.22112931399397262,,,,,,
30,Comédie,sous-quartier,4337.954517,0.34,31383.67,225.0,0.2652398850398889,0.7347601149601111,0.0,0.0,0.0,136.96902599999999,0.034368765752912034,526.7768619999999,0.1321807645338156,500.52324699999997,0.12559311205169796,258.689844,0.06491139574208082,636.208095,0.15963964719411383,0.03784879486210305,0.02838956583103481,0.03246217974805759,0.035324394414534326,,
